Sections Found,,,,,,,,,,,,,,,,,,,,,,,,,
Accounting,,,,,,,,,,,,,,,,,,,,,,,,,
Select,CRN,Subj,Crse,Sec,Cmp,Cred,Title,Days,Time,Cap,Act,Rem,WL Cap,WL Act,WL Rem,XL Cap,XL Act,XL Rem,Instructor,Date (MM/DD),Location,Attribute,,,
SR,10150,SWRK,315,0,OS1,3,Theoretical Bases Gen SW Prct,R,12:30 pm-03:10 pm,25,3,22,15,0,15,0,0,0,Karma Basha (P),08/30-12/17,ONLINE,,,,
SR,10310,SWRK,315,10,M1,3,Theoretical Bases for Generalist SW Practice,M,05:30 pm-08:10 pm,25,0,25,15,0,15,0,0,0,Brenda Kay Swan (P),08/30-12/17,TBA,,,,
SR,10976,SWRK,315,11,OS1,3,Theoretical Bases Gen SW Prct,W,12:30 pm-03:10 pm,25,0,25,15,0,15,0,0,0,TBA,08/30-12/17,ONLINE,,,,
SR,11130,SWRK,317,0,OS1,3,Interpersonl Foundtns SW Pract,T,05:30 pm-07:20 pm,24,1,23,15,0,15,0,0,0,TBA,08/30-12/17,ONLINE,,,,
SR,11131,SWRK,317,10,OS1,3,Interpersonal Foundations of Social Work Practice,M,08:00 am-09:40 am,24,2,22,15,0,15,0,0,0,David Mark Ragg (P),08/30-12/17,ONLINE,,,,
SR,11186,SWRK,317,11,M1,3,Interpersonal Foundations of Social Work Practice,M,01:30 pm-03:15 pm,24,1,23,15,0,15,0,0,0,Tammie Bernice Glenn (P),08/30-12/17,TBA,,,,
SR,10510,SWRK,318,0,OS1,1,Practice I - Skill Intreg Semi,R,05:30 pm-07:15 pm,8,1,7,15,0,15,0,0,0,TBA,08/30-12/17,ONLINE,,,,
SR,10511,SWRK,318,10,OS1,1,Practice I - Skill Intreg Semi,R,03:30 pm-05:15 pm,8,0,8,15,0,15,0,0,0,TBA,08/30-12/17,ONLINE,,,,
SR,10512,SWRK,318,11,OS1,1,Practice I - Skill Intreg Semi,T,03:30 pm-05:15 pm,8,0,8,15,0,15,0,0,0,TBA,08/30-12/17,ONLINE,,,,
SR,10529,SWRK,318,12,OS1,1,Practice I - Skill Intregration Seminar,W,08:00 am-09:45 am,8,0,8,15,0,15,0,0,0,David Mark Ragg (P),08/30-12/17,ONLINE,,,,
SR,11132,SWRK,318,13,OS1,1,Practice I - Skill Intregration Seminar,W,10:00 am-11:45 am,8,1,7,15,0,15,0,0,0,David Mark Ragg (P),08/30-12/17,ONLINE,,,,
SR,11134,SWRK,318,14,OS1,1,Practice I - Skill Intregration Seminar,M,10:00 am-11:45 am,8,1,7,15,0,15,0,0,0,David Mark Ragg (P),08/30-12/17,ONLINE,,,,
SR,11187,SWRK,318,15,M1,1,Practice I - Skill Intregration Seminar,M,03:30 pm-05:15 pm,8,0,8,15,0,15,0,0,0,Tammie Bernice Glenn (P),08/30-12/17,TBA,,,,
SR,11188,SWRK,318,16,M1,1,Practice I - Skill Intregration Seminar,M,05:30 pm-07:15 pm,8,1,7,15,0,15,0,0,0,Tammie Bernice Glenn (P),08/30-12/17,TBA,,,,
SR,12684,SWRK,318,17,M1,1,Practice I - Skill Intregration Seminar,M,07:30 pm-09:15 pm,8,0,8,15,0,15,0,0,0,Tammie Bernice Glenn (P),08/30-12/17,TBA,,,,
SR,10745,SWRK,319W,0,OS1,3,Writing for Agency Practice,TR,09:30 am-10:45 am,20,0,20,15,0,15,0,0,0,TBA,08/30-12/17,ONLINE,Writing Intensive,,,
SR,10746,SWRK,319W,10,M1,3,Writing for Agency Practice,W,05:30 pm-08:10 pm,20,2,18,15,0,15,0,0,0,Terry L Bond-Manville (P),08/30-12/17,TBA,Writing Intensive,,,
SR,11616,SWRK,319W,11,OA1,3,Writing for Agency Practice,,TBA,20,1,19,15,0,15,0,0,0,Angie M Mann-Williams (P),08/30-12/17,ONLINE,Writing Intensive,,,
SR,11254,SWRK,350L2,0,OS1,3,Gen SW Pract: Organzns& Comms,T,12:30 pm-03:10 pm,25,1,24,15,0,15,0,0,0,H Faye Askew-King (P),08/30-12/17,ONLINE,Gen Ed Lrng Beyond Clsrm,,,
SR,11255,SWRK,350L2,10,M1,3,Gen SW Pract: Organzns& Comms,W,05:30 pm-08:10 pm,25,0,25,15,0,15,0,0,0,Kathryn Kuebler Walz (P),08/30-12/17,TBA,Gen Ed Lrng Beyond Clsrm,,,
SR,11256,SWRK,350L2,11,OS1,3,Gen SW Pract: Organzns& Comms,M,12:30 pm-03:10 pm,25,2,23,15,0,15,0,0,0,H Faye Askew-King (P),08/30-12/17,ONLINE,Gen Ed Lrng Beyond Clsrm,,,
SR,10530,SWRK,405,0,M1,3,Anlys & Chng Soc Wel Pol,T,05:30 pm-08:10 pm,25,0,25,15,0,15,0,0,0,David L Manville (P),08/30-12/17,TBA,,,,
SR,10874,SWRK,405,10,M1,3,Anlys & Chng Soc Wel Pol,M,12:30 pm-03:10 pm,25,0,25,15,0,15,0,0,0,Caren L Putzu (P),08/30-12/17,TBA,,,,
SR,12689,SWRK,405,11,M1,3,Anlys & Chng Soc Wel Pol,W,09:30 am-12:10 pm,25,0,25,15,0,15,0,0,0,Caren L Putzu (P),08/30-12/17,TBA,,,,
SR,10817,SWRK,408,0,OS1,3,General SW Prac w/Ind & Fam,W,05:30 pm-08:10 pm,25,0,25,15,0,15,0,0,0,Cindy Lee Evoy (P),08/30-12/17,ONLINE,,,,
SR,11182,SWRK,408,10,M1,3,Generalist Social Work Practice with Individual and Families,M,09:30 am-12:10 pm,25,0,25,15,0,15,0,0,0,Charles J Snyder (P),08/30-12/17,TBA,,,,
SR,12690,SWRK,408,11,M1,3,General SW Prac w/Ind & Fam,W,12:30 pm-03:10 pm,25,0,25,15,0,15,0,0,0,Julie A Harkema (P),08/30-12/17,TBA,,,,
SR,10983,SWRK,409,0,M1,3,Generalists Social Work Practice with Groups,M,09:30 am-12:10 pm,25,0,25,15,0,15,0,0,0,David Andrew Evoy (P),08/30-12/17,TBA,,,,
SR,10985,SWRK,409,10,M1,3,Generalists Social Work Practice with Groups,W,12:30 pm-03:10 pm,25,0,25,15,0,15,0,0,0,Colleen Lee O'Brien (P),08/30-12/17,TBA,,,,
SR,11569,SWRK,409,11,OS1,3,Gener SW Practice w/Groups,W,05:30 pm-08:10 pm,25,0,25,15,0,15,0,0,0,Wanda Annette Washington-Jones (P),08/30-12/17,ONLINE,,,,
SR,10972,SWRK,430,0,MS1,4,Introduction to Research Methods for Social Work,T,02:00 pm-03:40 pm,20,0,20,15,0,15,0,0,0,Peregrine Carol Silverschanz (P),08/30-12/17,TBA,,,,
,,,,,,,,R,02:00 pm-03:40 pm,,,,,,,,,,Peregrine Carol Silverschanz (P),08/30-12/17,ONLINE,,,,
SR,10973,SWRK,430,10,MS1,4,Introduction to Research Methods for Social Work,M,03:30 pm-05:10 pm,20,0,20,15,0,15,0,0,0,Peregrine Carol Silverschanz (P),08/30-12/17,TBA,,,,
,,,,,,,,W,03:30 pm-05:10 pm,,,,,,,,,,Peregrine Carol Silverschanz (P),08/30-12/17,ONLINE,,,,
SR,11617,SWRK,430,11,OA1,4,Intro Research Methods for SW,,TBA,20,0,20,15,0,15,0,0,0,Enos Greer Massie (P),08/30-12/17,ONLINE,,,,
SR,14963,SWRK,430,12,M1,4,Introduction to Research Methods for Social Work,T,05:30 pm-09:00 pm,20,0,20,15,0,15,0,0,0,Peregrine Carol Silverschanz (P),08/30-12/17,TBA,,,,
SR,10514,SWRK,450,0,OS1,3,SW Practice with Women&Girls,M,09:30 am-12:10 pm,25,0,25,15,0,15,0,0,0,TBA,08/30-12/17,ONLINE,,,,
SR,10515,SWRK,450,10,M1,3,Social Work Practice with Women and Girls,W,05:30 pm-08:10 pm,25,0,25,15,0,15,0,0,0,Paula Marie Madden (P),08/30-12/17,TBA,,,,
SR,11016,SWRK,451,0,OS1,3,Soc Wrk Prac w/People of Color,W,12:30 pm-03:10 pm,25,0,25,15,0,15,0,0,0,Kennedy Arthur Saldanha (P),08/30-12/17,ONLINE,,,,
SR,11133,SWRK,451,10,OS1,3,Soc Wrk Prac w/People of Color,W,09:30 am-12:10 pm,25,0,25,15,0,15,0,0,0,Kennedy Arthur Saldanha (P),08/30-12/17,ONLINE,,,,
SR,11248,SWRK,488L4,0,M1,6,Field Experience I,W,03:30 pm-05:10 pm,15,0,15,15,0,15,0,0,0,Bonnie Miller (P),08/30-12/17,TBA,Gen Ed Lrng Beyond Clsrm,,,
SR,11249,SWRK,488L4,10,M1,6,Field Experience I,W,03:30 pm-05:10 pm,15,0,15,15,0,15,0,0,0,Colleen Lee O'Brien (P),08/30-12/17,TBA,Gen Ed Lrng Beyond Clsrm,,,
SR,11250,SWRK,488L4,11,OS1,6,Field Experience I,W,03:30 pm-05:10 pm,15,0,15,15,0,15,0,0,0,Angie M Mann-Williams (P),08/30-12/17,TBA,Gen Ed Lrng Beyond Clsrm,,,
SR,11251,SWRK,488L4,12,MS1,6,Field Experience I,W,05:30 pm-07:10 pm,15,0,15,15,0,15,0,0,0,Matthew Guthrie Statman (P),08/30-12/17,ONLINE,Gen Ed Lrng Beyond Clsrm,,,
,,,,,,,,W,05:30 pm-07:10 pm,,,,,,,,,,Matthew Guthrie Statman (P),09/01-09/01,TBA,Gen Ed Lrng Beyond Clsrm,,,
,,,,,,,,W,05:30 pm-07:10 pm,,,,,,,,,,Matthew Guthrie Statman (P),10/06-10/06,TBA,Gen Ed Lrng Beyond Clsrm,,,
,,,,,,,,W,05:30 pm-07:10 pm,,,,,,,,,,Matthew Guthrie Statman (P),11/03-11/03,TBA,Gen Ed Lrng Beyond Clsrm,,,
,,,,,,,,W,05:30 pm-07:10 pm,,,,,,,,,,Matthew Guthrie Statman (P),12/01-12/01,TBA,Gen Ed Lrng Beyond Clsrm,,,
SR,11252,SWRK,488L4,13,M1,6,Field Experience I,W,05:30 pm-07:10 pm,15,0,15,15,0,15,0,0,0,Jason Francis Schwartz (P),08/30-12/17,TBA,Gen Ed Lrng Beyond Clsrm,,,
SR,12862,SWRK,488L4,14,M1,6,Field Experience I,W,09:30 am-11:10 am,15,0,15,15,0,15,0,0,0,Laura E Donker (P),08/30-12/17,TBA,Gen Ed Lrng Beyond Clsrm,,,
SR,14964,SWRK,497,0,M1,1,Independent Study,,TBA,5,0,5,0,0,0,0,0,0,TBA,08/30-12/17,TBA,,,,
SR,14965,SWRK,498,0,M1,2,Independent Study,,TBA,5,0,5,0,0,0,0,0,0,TBA,08/30-12/17,TBA,,,,
SR,10155,SWRK,499,0,M1,3,Independent Study,,TBA,5,0,5,0,0,0,0,0,0,TBA,08/30-12/17,TBA,,,,
SR,14966,SWRK,501,0,MA5,1,Social Policies and the Social Work Profession,,TBA,25,0,25,15,0,15,0,0,0,TBA,08/30-09/17,ONLINE,,,,
,,,,,,,,F,05:00 pm-09:00 pm,,,,,,,,,,TBA,09/03-09/03,TBA,,,,
,,,,,,,,S,09:00 am-05:00 pm,,,,,,,,,,TBA,09/04-09/04,TBA,,,,
SR,11849,SWRK,505,0,M5,2,Generalist SW Pract w/Individs,S,11:00 am-12:40 pm,25,0,25,15,0,15,0,0,0,Jillian M Graves (P),08/30-12/17,TBA,,,,
SR,13326,SWRK,505,10,M5,2,Generalist SW Pract w/Individs,T,07:30 pm-09:10 pm,25,0,25,15,0,15,0,0,0,Monica Renee Ireland-Hicks (P),08/30-12/17,TBA,,,,
SR,11850,SWRK,506,0,M5,2,Theoretical Bases Gen SW Pr I,S,09:00 am-10:40 am,25,0,25,15,0,15,0,0,0,Nikole Scott (P),08/30-12/17,TBA,,,,
SR,13327,SWRK,506,10,M5,2,Theoretical Bases Gen SW Pr I,T,05:30 pm-07:10 pm,25,0,25,15,0,15,0,0,0,Yvette Colon (P),08/30-12/17,TBA,,,,
SR,11845,SWRK,545,0,M5,2,Generalist Social Work Practice with Groups,M,05:30 pm-07:10 pm,25,0,25,15,0,15,0,0,0,David J Garvin (P),08/30-12/17,TBA,,,,
SR,14967,SWRK,565,0,M5,2,Generalist Social Work Practice with Communities,M,07:30 pm-09:10 pm,25,0,25,15,0,15,0,0,0,Daicia Ramaelle Price (P),08/30-12/17,TBA,,,,
SR,14968,SWRK,597,0,M5,1,Independent Study,,TBA,5,0,5,0,0,0,0,0,0,TBA,08/30-12/17,TBA,,,,
SR,14969,SWRK,598,0,M5,2,Independent Study,,TBA,5,0,5,0,0,0,0,0,0,TBA,08/30-12/17,TBA,,,,
SR,14970,SWRK,599,0,M5,3,Independent Study,,TBA,5,0,5,0,0,0,0,0,0,TBA,08/30-12/17,TBA,,,,
SR,10820,SWRK,610,0,OS5,2,Empwrmnt:Socl Justce&Socl Chng,R,05:30 pm-07:10 pm,25,0,25,15,0,15,0,0,0,Ann P Rall (P),08/30-12/17,ONLINE,,,,
SR,11109,SWRK,610,10,M5,2,Empwrmnt:Socl Justce&Socl Chng,R,05:30 pm-07:10 pm,25,0,25,15,0,15,0,0,0,Adisa Chaney (P),08/30-12/17,TBA,,,,
SR,12400,SWRK,610,11,OS5,2,Empwrmnt:Socl Justce&Socl Chng,S,01:00 pm-03:10 pm,25,1,24,15,0,15,0,0,0,Jerome Edward Roberson (P),08/30-12/17,ONLINE,,,,
SR,13594,SWRK,625,0,OM5,2,Psychosocial Aspects of Aging over the Life Course,W,05:30 pm-07:10 pm,13,0,13,15,0,15,25,0,25,Stephanie P Wladkowski (P),08/30-12/17,ONLINE,,,,
,,,,,,,,,TBA,,,,,,,,,,Stephanie P Wladkowski (P),08/30-12/17,ONLINE,,,,
SR,13351,SWRK,626,0,M5,2,SW Pract-Integrated Hlth Care,R,07:30 pm-09:10 pm,25,0,25,15,0,15,0,0,0,Yvette Colon (P),08/30-12/17,TBA,,,,
SR,14971,SWRK,645,0,OS5,2,Child&Family Engage/Assessment,S,09:00 am-10:40 am,25,0,25,15,0,15,0,0,0,Michelle Harrell Parra (P),08/30-12/17,ONLINE,,,,
SR,14972,SWRK,645,10,M5,2,Child & Family Engagement/Assessment,W,07:30 pm-09:10 pm,25,0,25,15,0,15,0,0,0,Jennifer Leigh Farley (P),08/30-12/17,TBA,,,,
SR,14973,SWRK,648,0,OS5,2,Adv Pract w/Organiz&Communties,S,11:00 am-12:40 pm,25,0,25,15,0,15,0,0,0,Tammie Bernice Glenn (P),08/30-12/17,ONLINE,,,,
SR,14974,SWRK,648,10,M5,2,Advanced Practice with Organizations & Communities,W,05:30 pm-07:10 pm,25,0,25,15,0,15,0,0,0,Tammie Bernice Glenn (P),08/30-12/17,TBA,,,,
SR,14975,SWRK,655,0,OS5,2,"Assess,Diagnosis&Treat Plan",S,11:00 am-12:40 pm,25,1,24,15,0,15,0,0,0,Charles E Graham (P),08/30-12/17,ONLINE,,,,
SR,14976,SWRK,655,10,MA5,2,"Assessment, Diagnosis, and Treatment Planning",W,05:30 pm-07:10 pm,25,0,25,15,0,15,0,0,0,Jillian M Graves (P),08/30-12/17,TBA,,,,
,,,,,,,,,TBA,,,,,,,,,,Jillian M Graves (P),08/30-12/17,ONLINE,,,,
SR,14977,SWRK,659,0,OS5,2,Mental Health Intervention in Social Work Practice,S,09:00 am-10:40 am,25,1,24,15,0,15,0,0,0,Charles E Graham (P),08/30-12/17,ONLINE,,,,
SR,14978,SWRK,659,10,M5,2,Mental Health Intervention in Social Work Practice,W,07:30 pm-09:10 pm,25,0,25,15,0,15,0,0,0,Charles E Graham (P),08/30-12/17,TBA,,,,
SR,11479,SWRK,695,0,M5,4,Advanced Field Practice I,T,05:30 pm-08:10 pm,15,0,15,15,0,15,0,0,0,Jillian M Graves (P),08/30-12/17,TBA,,,,
SR,11480,SWRK,695,10,OS5,4,Advanced Field Practice I,T,05:30 pm-08:10 pm,15,1,14,15,0,15,0,0,0,Janet Okagbue-Reaves (P),08/30-12/17,ONLINE,,,,
SR,11481,SWRK,695,11,OS5,4,Advanced Field Practice I,T,05:30 pm-08:10 pm,15,0,15,15,0,15,0,0,0,Kennedy Arthur Saldanha (P),08/30-12/17,ONLINE,,,,
SR,11934,SWRK,695,12,OS5,4,Advanced Field Practice I,S,09:00 am-11:40 am,15,0,15,15,0,15,0,0,0,Enos Greer Massie (P),08/30-12/17,ONLINE,,,,
SR,10156,SWRK,697,0,M5,1,Independent Study,,TBA,5,0,5,0,0,0,0,0,0,TBA,08/30-12/17,TBA,,,,
SR,10288,SWRK,698,0,M5,2,Independent Study,,TBA,5,0,5,0,0,0,0,0,0,TBA,08/30-12/17,TBA,,,,
SR,10157,SWRK,699,0,M5,3,Independent Study,,TBA,5,0,5,0,0,0,0,0,0,TBA,08/30-12/17,TBA,,,,
Social Work - Electives,,,,,,,,,,,,,,,,,,,,,,,,,
Select,CRN,Subj,Crse,Sec,Cmp,Cred,Title,Days,Time,Cap,Act,Rem,WL Cap,WL Act,WL Rem,XL Cap,XL Act,XL Rem,Instructor,Date (MM/DD),Location,Attribute,,,
SR,12137,SWKE,420,0,M1,3,Working with Aging People,T,05:30 pm-08:10 pm,25,0,25,15,0,15,0,0,0,Janet M Hunko (P),08/30-12/17,TBA,,,,
SR,12068,SWKE,431,0,OS1,3,Substance Abuse,M,09:30 am-12:10 pm,25,1,24,15,0,15,0,0,0,Anna Grace Byberg (P),08/30-12/17,ONLINE,,,,
SR,12069,SWKE,431,10,M1,3,Substance Abuse,W,05:30 pm-08:10 pm,25,0,25,15,0,15,0,0,0,Anna Grace Byberg (P),08/30-12/17,TBA,,,,
SR,14957,SWKE,441,0,OS1,1,Introduction to Motivational Interviewing,S,09:00 am-05:00 pm,12,0,12,10,0,10,25,0,25,"Marsha L Benz (P), Matthew Guthrie Statman",10/23-10/23,ONLINE,,,,
,,,,,,,,S,09:00 am-01:00 pm,,,,,,,,,,"Marsha L Benz (P), Matthew Guthrie Statman",10/30-10/30,ONLINE,,,,
,,,,,,,,S,09:00 am-01:00 pm,,,,,,,,,,"Marsha L Benz (P), Matthew Guthrie Statman",11/06-11/06,ONLINE,,,,
SR,12070,SWKE,442,0,OS1,2,Contemporary Child Welfare,W,05:30 pm-07:10 pm,25,0,25,15,0,15,0,0,0,Jane Sylvia Cullen (P),08/30-12/17,ONLINE,,,,
SR,12071,SWKE,447,0,OA1,3,Human Trafficking:Implict SW,,TBA,12,0,12,10,0,10,25,0,25,David L Manville (P),08/30-12/17,ONLINE,,,,
SR,13406,SWKE,463,0,M1,3,Social Work Practice with Legal Offenders,T,05:30 pm-08:10 pm,25,0,25,15,0,15,0,0,0,Linda Gail Edwards-Brown (P),08/30-12/17,TBA,,,,
SR,14958,SWKE,467,0,OS1,2,Crisis Intervention,FS,09:00 am-04:00 pm,25,1,24,15,0,15,0,0,0,TBA,09/24-09/25,ONLINE,,,,
,,,,,,,,FS,09:00 am-04:00 pm,,,,,,,,,,TBA,10/01-10/02,ONLINE,,,,
SR,12904,SWKE,468,0,OS1,2,"Prac w/Act Duty,Vet&Mili Famil",R,05:30 pm-07:10 pm,12,0,12,10,0,10,25,0,25,Cassandra L Barragan (P),08/30-12/17,ONLINE,,,,
SR,14959,SWKE,473,0,OA1,2,"Child Welfare,Sub Abuse&Addict",,TBA,12,0,12,10,0,10,25,0,25,Janet Okagbue-Reaves (P),08/30-12/17,ONLINE,,,,
SR,14960,SWKE,541,0,OS5,1,Introduction to Motivational Interviewing,S,09:00 am-05:00 pm,13,0,13,10,0,10,25,0,25,"Matthew Guthrie Statman (P), Marsha L Benz",10/23-10/23,ONLINE,,,,
,,,,,,,,S,09:00 am-01:00 pm,,,,,,,,,,"Matthew Guthrie Statman (P), Marsha L Benz",10/30-10/30,ONLINE,,,,
,,,,,,,,S,09:00 am-01:00 pm,,,,,,,,,,"Matthew Guthrie Statman (P), Marsha L Benz",11/06-11/06,ONLINE,,,,
SR,12128,SWKE,547,0,OA5,3,Human Trafficking:Implict SW,,TBA,13,0,13,10,0,10,25,0,25,David L Manville (P),08/30-12/17,ONLINE,,,,
SR,12905,SWKE,568,0,OS5,2,"Prac w/Act Duty,Vet&Mili Famil",R,05:30 pm-07:10 pm,13,0,13,10,0,10,25,0,25,Cassandra L Barragan (P),08/30-12/17,ONLINE,,,,
SR,14961,SWKE,573,0,OA5,2,"Child Welfare,Sub Abuse&Addict",,TBA,13,0,13,10,0,10,25,0,25,Janet Okagbue-Reaves (P),08/30-12/17,ONLINE,,,,
SR,12281,SWKE,590,0,M5,1,DiagIntvw/Ment Ill:SocJustLens,FS,09:00 am-04:30 pm,25,0,25,15,0,15,0,0,0,Kelly L Pahle (P),09/24-09/25,TBA,,,,
SR,13281,SWKE,590,10,M5,1,Psychopharm/SW:DispStereotypes,F,09:00 am-04:30 pm,25,0,25,15,0,15,0,0,0,Kelly L Pahle (P),10/15-10/15,TBA,,,,
,,,,,,,,S,09:00 am-04:30 pm,,,,,,,,,,Kelly L Pahle (P),10/16-10/16,TBA,,,,
SR,14962,SWKE,670,0,OS5,3,Social Wrk Services in Schools,FS,09:00 am-04:30 pm,25,0,25,15,0,15,0,0,0,Kennedy Arthur Saldanha (P),09/10-09/11,ONLINE,,,,
,,,,,,,,FS,09:00 am-04:30 pm,,,,,,,,,,Kennedy Arthur Saldanha (P),09/24-09/25,ONLINE,,,,
,,,,,,,,FS,09:00 am-04:30 pm,,,,,,,,,,Kennedy Arthur Saldanha (P),10/08-10/09,ONLINE,,,,
Sociology,,,,,,,,,,,,,,,,,,,,,,,,,
Select,CRN,Subj,Crse,Sec,Cmp,Cred,Title,Days,Time,Cap,Act,Rem,WL Cap,WL Act,WL Rem,XL Cap,XL Act,XL Rem,Instructor,Date (MM/DD),Location,Attribute,,,
SR,10204,SOCL,105,0,OA1,3,Introductory Sociology,,TBA,98,4,94,0,0,0,0,0,0,Tricia McTague (P),08/30-12/17,ONLINE,Gen Ed Disciplines-Soc Science,,,
SR,10205,SOCL,105,10,OA1,3,Introductory Sociology,,TBA,48,1,47,0,0,0,0,0,0,Jennifer Michelle Hatten-Flisher (P),08/30-12/17,ONLINE,Gen Ed Disciplines-Soc Science,,,
SR,10206,SOCL,105,11,OA1,3,Introductory Sociology,,TBA,48,0,48,0,0,0,0,0,0,Jennifer Michelle Hatten-Flisher (P),08/30-12/17,ONLINE,Gen Ed Disciplines-Soc Science,,,
SR,10383,SOCL,105,12,OA1,3,Introductory Sociology,,TBA,98,0,98,0,0,0,0,0,0,Grigoris Argeros (P),08/30-12/17,ONLINE,Gen Ed Disciplines-Soc Science,,,
SR,10567,SOCL,105,13,M1,3,Introductory Sociology,TR,11:00 am-12:15 pm,48,2,46,0,0,0,0,0,0,TBA,08/30-12/17,TBA,Gen Ed Disciplines-Soc Science,,,
SR,10793,SOCL,105,14,M1,3,Introductory Sociology,MW,09:30 am-10:45 am,48,5,43,0,0,0,0,0,0,TBA,08/30-12/17,TBA,Gen Ed Disciplines-Soc Science,,,
SR,10813,SOCL,105,15,M1,3,Introductory Sociology,TR,12:30 pm-01:45 pm,48,3,45,0,0,0,0,0,0,TBA,08/30-12/17,TBA,Gen Ed Disciplines-Soc Science,,,
SR,10875,SOCL,105,16,MA1,3,Introductory Sociology,T,09:30 am-10:45 am,48,2,46,0,0,0,0,0,0,TBA,08/30-12/17,TBA,Gen Ed Disciplines-Soc Science,,,
,,,,,,,,,TBA,,,,,,,,,,TBA,08/30-12/17,ONLINE,Gen Ed Disciplines-Soc Science,,,
SR,10982,SOCL,105,17,MA1,3,Introductory Sociology,W,11:00 am-12:15 pm,48,3,45,0,0,0,0,0,0,TBA,08/30-12/17,TBA,Gen Ed Disciplines-Soc Science,,,
,,,,,,,,,TBA,,,,,,,,,,TBA,08/30-12/17,ONLINE,Gen Ed Disciplines-Soc Science,,,
SR,11485,SOCL,105,18,OS1,3,Introductory Sociology,MW,12:30 pm-01:45 pm,25,2,23,0,0,0,0,0,0,Rachel L Schroeder (P),08/30-12/17,ONLINE,Gen Ed Disciplines-Soc Science and Honors Only Section,,,
SR,10403,SOCL,202,0,OA1,3,Social Problems,,TBA,98,1,97,0,0,0,0,0,0,Roger M Kern (P),08/30-12/17,ONLINE,,,,
SR,10303,SOCL,214,0,OA1,3,U.S. Racial & Cult Minorities,,TBA,33,0,33,0,0,0,33,0,33,Ronald Dominic Rich (P),08/30-12/17,ONLINE,Gen Ed US Diversity,,,
SR,10798,SOCL,214,10,MA1,3,U.S. Racial & Cult Minorities,R,09:30 am-10:45 am,33,0,33,0,0,0,33,1,32,Solange deDeus Simoes (P),08/30-12/17,TBA,Gen Ed US Diversity,,,
,,,,,,,,,TBA,,,,,,,,,,Solange deDeus Simoes (P),08/30-12/17,ONLINE,Gen Ed US Diversity,,,
SR,10980,SOCL,214,11,OS1,3,U.S. Racial & Cult Minorities,MW,11:00 am-12:15 pm,67,0,67,0,0,0,67,0,67,Kristine Ajrouch (P),08/30-12/17,ONLINE,Gen Ed US Diversity,,,
SR,11506,SOCL,214,12,OA1,3,U.S. Racial & Cult Minorities,,TBA,33,0,33,0,0,0,33,0,33,Ronald Dominic Rich (P),08/30-12/17,ONLINE,Gen Ed US Diversity,,,
SR,13385,SOCL,219,0,OA1,3,Around the World in 80 Years,,TBA,33,0,33,0,0,0,25,0,25,TBA,08/30-12/17,ONLINE,Gen Ed Global Awareness,,,
SR,10207,SOCL,250,0,OA1,3,Quantitative Appls in Sociolog,,TBA,25,1,24,0,0,0,0,0,0,Young S Kim (P),08/30-12/17,ONLINE,Gen Ed Quantve Reasoning,,,
SR,10208,SOCL,250,10,OA1,3,Quantitative Appls in Sociolog,,TBA,25,0,25,0,0,0,0,0,0,Grigoris Argeros (P),08/30-12/17,ONLINE,Gen Ed Quantve Reasoning,,,
SR,10404,SOCL,250,11,OA1,3,Quantitative Appls in Sociolog,,TBA,25,0,25,0,0,0,0,0,0,TBA,08/30-12/17,ONLINE,Gen Ed Quantve Reasoning,,,
SR,13489,SOCL,303,0,OA1,3,Sociology Child & Youth,,TBA,33,4,29,0,0,0,0,0,0,Denise Reiling (P),08/30-12/17,ONLINE,,,,
SR,10209,SOCL,304,0,M1,3,Methods Social Research,TR,11:00 am-12:15 pm,25,0,25,0,0,0,0,0,0,Roger M Kern (P),08/30-12/17,TBA,,,,
SR,10568,SOCL,304,10,OS1,3,Methods Social Research,MW,02:00 pm-03:15 pm,25,0,25,0,0,0,0,0,0,Kristine Ajrouch (P),08/30-12/17,ONLINE,,,,
SR,10873,SOCL,304,11,OS1,3,Methods Social Research,T,12:30 pm-03:10 pm,25,0,25,0,0,0,0,0,0,Kimberly Lynne Barrett (P),08/30-12/17,ONLINE,,,,
SR,13490,SOCL,306,0,OA1,3,The Urban Community,,TBA,33,0,33,0,0,0,0,0,0,Grigoris Argeros (P),08/30-12/17,ONLINE,,,,
SR,13491,SOCL,307,0,OS1,3,Sociology of Work,TR,09:30 am-10:45 am,33,0,33,0,0,0,0,0,0,Tricia McTague (P),08/30-12/17,ONLINE,,,,
SR,10210,SOCL,308,0,OA1,3,Social Psychology,,TBA,67,2,65,0,0,0,0,0,0,Denise Reiling (P),08/30-12/17,ONLINE,,,,
SR,11104,SOCL,310,0,MA1,3,Social Stratification,R,11:00 am-12:15 pm,33,0,33,0,0,0,0,0,0,Solange deDeus Simoes (P),08/30-12/17,TBA,,,,
,,,,,,,,,TBA,,,,,,,,,,Solange deDeus Simoes (P),08/30-12/17,ONLINE,,,,
SR,13396,SOCL,311W,0,OS1,3,Aging and the Life Course,MW,12:30 pm-01:45 pm,25,1,24,0,0,0,0,0,0,Kristine Ajrouch (P),08/30-12/17,ONLINE,Writing Intensive,,,
SR,14556,SOCL,320,0,OA1,3,Sociology of Religion,,TBA,33,0,33,0,0,0,0,0,0,Rachel L Schroeder (P),08/30-12/17,ONLINE,,,,
