Sections Found,,,,,,,,,,,,,,,,,,,,,,,,,
Accounting,,,,,,,,,,,,,,,,,,,,,,,,,
Select,CRN,Subj,Crse,Sec,Cmp,Cred,Title,Days,Time,Cap,Act,Rem,WL Cap,WL Act,WL Rem,XL Cap,XL Act,XL Rem,Instructor,Date (MM/DD),Location,Attribute,,,
SR,14052,BIO,321,0,M1,2,General Microbiology Lab,TR,01:00 pm-02:50 pm,16,1,15,0,0,0,0,0,0,TBA,08/30-12/17,SCIENC 258,,,,
SR,14053,BIO,321,10,M1,2,General Microbiology Lab,TR,05:30 pm-07:20 pm,16,0,16,0,0,0,0,0,0,TBA,08/30-12/17,SCIENC 258,,,,
SR,10726,BIO,326,0,M1,0,Human Physiology,R,02:30 pm-05:15 pm,24,3,21,5,0,5,0,0,0,TBA,08/30-12/17,SCIENC L015,Link L1 Lecture,,,
SR,12144,BIO,326,10,OA1,4,Human Physiology,,TBA,48,5,43,10,0,10,0,0,0,TBA,08/30-12/17,ONLINE,Link B1 Lab,,,
SR,12145,BIO,326,11,M1,0,Human Physiology,T,05:30 pm-08:20 pm,24,2,22,5,0,5,0,0,0,TBA,08/30-12/17,SCIENC L015,Link L1 Lecture,,,
SR,10727,BIO,328,0,M1,4,Microbiology for the Health Professions,TR,12:30 pm-01:45 pm,33,4,29,10,0,10,0,0,0,TBA,08/30-12/17,TBA,Link L1 Lecture,,,
SR,10728,BIO,328,10,M1,0,Microbiology for the Health Professions,W,09:30 am-11:20 am,16,3,13,10,0,10,0,0,0,TBA,08/30-12/17,SCIENC 258,Link B1 Lab,,,
SR,10729,BIO,328,11,M1,0,Microbiology for the Health Professions,W,01:00 pm-02:50 pm,16,2,14,10,0,10,0,0,0,TBA,08/30-12/17,SCIENC 258,Link B1 Lab,,,
SR,10730,BIO,328,12,M1,0,Microbiology for the Health Professions,W,06:00 pm-07:50 pm,16,0,16,10,0,10,0,0,0,TBA,08/30-12/17,SCIENC 258,Link B1 Lab,,,
SR,11818,BIO,328,13,M1,0,Microbiology for the Health Professions,W,03:30 pm-05:20 pm,16,0,16,10,0,10,0,0,0,TBA,08/30-12/17,SCIENC 258,Link B1 Lab,,,
SR,13447,BIO,328,14,OA1,4,Microbiology for the Health Professions,,TBA,31,1,30,10,0,10,0,0,0,TBA,08/30-12/17,ONLINE,Link L1 Lecture,,,
SR,10731,BIO,330,0,OA1,4,Neuroanatomy,,TBA,24,4,20,10,0,10,0,0,0,TBA,08/30-12/17,ONLINE,Link L1 Lecture,,,
SR,10732,BIO,330,10,M1,0,Neuroanatomy,W,10:00 am-11:50 am,24,4,20,10,0,10,0,0,0,TBA,08/30-12/17,SCIENC L013,Link B1 Lab,,,
SR,12822,BIO,358,0,M1,3,"Germs,Plagues,Human Infections",TR,11:00 am-12:15 pm,36,1,35,0,0,0,0,0,0,TBA,08/30-12/17,TBA,,,,
SR,14054,BIO,402,0,MS1,1,Seminar in Biology,T,03:30 pm-05:20 pm,34,0,34,0,0,0,0,0,0,TBA,08/30-12/17,TBA,,,,
SR,12148,BIO,413,0,MS1,4,Wetland Ecosystems,T,01:00 pm-02:50 pm,10,1,9,5,0,5,12,1,11,TBA,08/30-12/17,ONLINE,,,,
,,,,,,,,R,01:00 pm-04:50 pm,,,,,,,,,,TBA,08/30-12/17,SCIENC 275,,,,
SR,14055,BIO,414,0,M1,4,Community Ecology,M,09:30 am-11:20 am,10,1,9,5,0,5,16,4,12,TBA,08/30-12/17,SCIENC 209,,,,
,,,,,,,,W,09:30 am-01:20 pm,,,,,,,,,,TBA,08/30-12/17,SCIENC 209,,,,
SR,13275,BIO,415,0,M1,4,Microbial Ecology,MW,02:00 pm-04:50 pm,7,0,7,5,0,5,16,1,15,TBA,08/30-12/17,SCIENC 256,,,,
SR,11878,BIO,417,0,M1,4,Conservation Biology,MW,02:00 pm-04:50 pm,19,4,15,10,0,10,24,5,19,TBA,08/30-12/17,TBA,,,,
SR,14056,BIO,445,0,M1,4,Recombinant DNA Techniques,TR,09:30 am-12:30 pm,4,1,3,5,0,5,12,3,9,TBA,08/30-12/17,SCIENC 256,,,,
SR,14057,BIO,447,0,M1,4,Scanning Electron Microscopy,T,01:30 pm-03:20 pm,8,1,7,0,0,0,12,2,10,TBA,08/30-12/17,SCIENC L057,,,,
,,,,,,,,R,01:30 pm-05:20 pm,,,,,,,,,,TBA,08/30-12/17,SCIENC L057,,,,
SR,14058,BIO,455,0,OS1,4,Plant Evolution & Classificatn,TR,01:00 pm-03:50 pm,12,4,8,5,0,5,16,6,10,TBA,08/30-12/17,ONLINE,,,,
SR,13137,BIO,456,0,M1,4,Freshwater Algae,TR,09:00 am-11:50 am,12,4,8,5,0,5,16,4,12,TBA,08/30-12/17,SCIENC 275,,,,
SR,14059,BIO,473,0,M1,4,Concepts in Animal Physiology,TR,09:00 am-10:15 am,20,3,17,5,0,5,24,4,20,TBA,08/30-12/17,TBA,,,,
,,,,,,,,R,11:00 am-01:50 pm,,,,,,,,,,TBA,08/30-12/17,SCIENC L015,,,,
SR,10733,BIO,474,0,M1,4,Comp Anatomy Vertebrates,TR,11:00 am-12:15 pm,12,6,6,10,0,10,16,6,10,TBA,08/30-12/17,SCIENC 226,Link L1 Lecture,,,
SR,10734,BIO,474,10,M1,0,Comp Anatomy Vertebrates,TR,01:00 pm-02:50 pm,12,6,6,10,0,10,0,0,0,TBA,08/30-12/17,SCIENC 226,Link B1 Lab,,,
SR,12824,BIO,476,0,M1,4,Mammalian Histology,MW,11:00 am-12:15 pm,27,3,24,5,0,5,35,3,32,TBA,08/30-12/17,TBA,Link L1 Lecture,,,
SR,13139,BIO,476,10,M1,0,Mammalian Histology,MW,01:30 pm-03:20 pm,12,3,9,5,0,5,17,3,14,TBA,08/30-12/17,SCIENC L015,Link B1 Lab,,,
SR,13141,BIO,476,11,M1,0,Mammalian Histology,MW,03:30 pm-05:20 pm,14,0,14,5,0,5,18,0,18,TBA,08/30-12/17,SCIENC L015,Link B1 Lab,,,
SR,14060,BIO,479,0,OA1,3,Bioinformatics,,TBA,24,0,24,0,0,0,36,0,36,TBA,08/30-12/17,ONLINE,,,,
SR,13063,BIO,482,0,M1,4,Ichthyology,T,09:30 am-11:20 am,12,1,11,5,0,5,16,1,15,TBA,08/30-12/17,TBA,,,,
,,,,,,,,R,08:30 am-12:20 pm,,,,,,,,,,TBA,08/30-12/17,TBA,,,,
SR,11704,BIO,497L6,0,M1,1,Undergrad Research in Biology,,TBA,1,0,1,0,0,0,0,0,0,TBA,08/30-12/17,TBA,Gen Ed Lrng Beyond Clsrm,,,
SR,11705,BIO,497L6,10,M1,1,Undergrad Research in Biology,,TBA,2,0,2,0,0,0,0,0,0,TBA,08/30-12/17,TBA,Gen Ed Lrng Beyond Clsrm,,,
SR,11706,BIO,497L6,11,M1,1,Undergrad Research in Biology,,TBA,2,0,2,0,0,0,0,0,0,TBA,08/30-12/17,TBA,Gen Ed Lrng Beyond Clsrm,,,
SR,11898,BIO,497L6,12,M1,1,Undergrad Research in Biology,,TBA,3,0,3,0,0,0,0,0,0,TBA,08/30-12/17,TBA,Gen Ed Lrng Beyond Clsrm,,,
SR,11899,BIO,497L6,13,M1,1,Undergrad Research in Biology,,TBA,1,0,1,0,0,0,0,0,0,TBA,08/30-12/17,TBA,Gen Ed Lrng Beyond Clsrm,,,
SR,11900,BIO,497L6,14,M1,1,Undergrad Research in Biology,,TBA,2,0,2,0,0,0,0,0,0,TBA,08/30-12/17,TBA,Gen Ed Lrng Beyond Clsrm,,,
SR,11901,BIO,497L6,15,M1,1,Undergrad Research in Biology,,TBA,1,0,1,0,0,0,0,0,0,TBA,08/30-12/17,TBA,Gen Ed Lrng Beyond Clsrm,,,
SR,11902,BIO,497L6,16,M1,1,Undergrad Research in Biology,,TBA,1,0,1,0,0,0,0,0,0,TBA,08/30-12/17,TBA,Gen Ed Lrng Beyond Clsrm,,,
SR,11903,BIO,497L6,17,M1,1,Undergrad Research in Biology,,TBA,2,0,2,0,0,0,0,0,0,TBA,08/30-12/17,TBA,Gen Ed Lrng Beyond Clsrm,,,
SR,11904,BIO,497L6,18,M1,1,Undergrad Research in Biology,,TBA,1,0,1,0,0,0,0,0,0,TBA,08/30-12/17,TBA,Gen Ed Lrng Beyond Clsrm,,,
SR,11707,BIO,498L6,0,M1,2,Undergrad Research in Biology,,TBA,4,0,4,0,0,0,0,0,0,TBA,08/30-12/17,TBA,Gen Ed Lrng Beyond Clsrm,,,
SR,11708,BIO,498L6,10,M1,2,Undergrad Research in Biology,,TBA,2,0,2,0,0,0,0,0,0,TBA,08/30-12/17,TBA,Gen Ed Lrng Beyond Clsrm,,,
SR,11709,BIO,498L6,11,M1,2,Undergrad Research in Biology,,TBA,1,0,1,0,0,0,0,0,0,TBA,08/30-12/17,TBA,Gen Ed Lrng Beyond Clsrm,,,
SR,11905,BIO,498L6,12,M1,2,Undergrad Research in Biology,,TBA,1,0,1,0,0,0,0,0,0,TBA,08/30-12/17,TBA,Gen Ed Lrng Beyond Clsrm,,,
SR,11906,BIO,498L6,13,M1,2,Undergrad Research in Biology,,TBA,2,0,2,0,0,0,0,0,0,TBA,08/30-12/17,TBA,Gen Ed Lrng Beyond Clsrm,,,
SR,11907,BIO,498L6,14,M1,2,Undergrad Research in Biology,,TBA,1,0,1,0,0,0,0,0,0,TBA,08/30-12/17,TBA,Gen Ed Lrng Beyond Clsrm,,,
SR,11908,BIO,498L6,15,M1,2,Undergrad Research in Biology,,TBA,2,0,2,0,0,0,0,0,0,TBA,08/30-12/17,TBA,Gen Ed Lrng Beyond Clsrm,,,
SR,11909,BIO,498L6,16,M1,2,Undergrad Research in Biology,,TBA,1,0,1,0,0,0,0,0,0,TBA,08/30-12/17,TBA,Gen Ed Lrng Beyond Clsrm,,,
SR,11910,BIO,498L6,17,M1,2,Undergrad Research in Biology,,TBA,1,0,1,0,0,0,0,0,0,TBA,08/30-12/17,TBA,Gen Ed Lrng Beyond Clsrm,,,
SR,11710,BIO,499L6,0,M1,3,Undergrad Research in Biology,,TBA,1,0,1,0,0,0,0,0,0,TBA,08/30-12/17,TBA,Gen Ed Lrng Beyond Clsrm,,,
SR,11711,BIO,499L6,10,M1,3,Undergrad Research in Biology,,TBA,1,0,1,0,0,0,0,0,0,TBA,08/30-12/17,TBA,Gen Ed Lrng Beyond Clsrm,,,
SR,11712,BIO,499L6,11,M1,3,Undergrad Research in Biology,,TBA,1,0,1,0,0,0,0,0,0,TBA,08/30-12/17,TBA,Gen Ed Lrng Beyond Clsrm,,,
SR,11911,BIO,499L6,12,M1,3,Undergrad Research in Biology,,TBA,1,0,1,0,0,0,0,0,0,TBA,08/30-12/17,TBA,Gen Ed Lrng Beyond Clsrm,,,
SR,11912,BIO,499L6,13,M1,3,Undergrad Research in Biology,,TBA,1,0,1,0,0,0,0,0,0,TBA,08/30-12/17,TBA,Gen Ed Lrng Beyond Clsrm,,,
SR,12951,BIO,501,0,MS5,2,Proposal Developmnt in Biology,T,05:30 pm-07:20 pm,10,0,10,0,0,0,0,0,0,TBA,08/30-12/17,TBA,,,,
SR,14061,BIO,502,0,MS5,1,Seminar in Biology,T,03:30 pm-05:20 pm,12,1,11,0,0,0,0,0,0,TBA,08/30-12/17,TBA,,,,
SR,12149,BIO,513,0,MS5,4,Wetland Ecosystems,T,01:00 pm-02:50 pm,2,0,2,5,0,5,12,1,11,TBA,08/30-12/17,ONLINE,,,,
,,,,,,,,R,01:00 pm-04:50 pm,,,,,,,,,,TBA,08/30-12/17,SCIENC 275,,,,
SR,14062,BIO,514,0,M5,4,Community Ecology,M,09:30 am-11:20 am,6,3,3,5,0,5,16,4,12,TBA,08/30-12/17,SCIENC 209,,,,
,,,,,,,,W,09:30 am-01:20 pm,,,,,,,,,,TBA,08/30-12/17,SCIENC 209,,,,
SR,13276,BIO,515,0,M5,4,Microbial Ecology,MW,02:00 pm-04:50 pm,9,1,8,5,0,5,16,1,15,TBA,08/30-12/17,SCIENC 256,,,,
SR,12753,BIO,517,0,M5,4,Conservation Biology,MW,02:00 pm-04:50 pm,5,1,4,5,0,5,24,5,19,TBA,08/30-12/17,TBA,,,,
SR,10735,BIO,542,0,M5,3,Molecular Genetics,MW,03:30 pm-04:45 pm,24,0,24,0,0,0,0,0,0,TBA,08/30-12/17,TBA,,,,
SR,11081,BIO,545,0,M5,4,Recombinant DNA Techniques,TR,09:30 am-12:20 pm,8,2,6,5,0,5,12,3,9,TBA,08/30-12/17,SCIENC 256,,,,
SR,14063,BIO,547,0,M5,4,Scanning Electon Microscopy,T,01:30 pm-03:20 pm,4,1,3,0,0,0,12,2,10,TBA,08/30-12/17,SCIENC L057,,,,
,,,,,,,,R,01:00 pm-05:20 pm,,,,,,,,,,TBA,08/30-12/17,SCIENC L057,,,,
SR,14064,BIO,548,0,OA5,3,Bioinformatics,,TBA,12,0,12,0,0,0,36,0,36,TBA,08/30-12/17,ONLINE,,,,
SR,14065,BIO,555,0,OS5,4,Plant Evolution & Classificatn,TR,01:00 pm-03:50 pm,4,2,2,4,0,4,16,6,10,TBA,08/30-12/17,ONLINE,,,,
SR,13138,BIO,556,0,M5,4,Freshwater Algae,TR,09:00 am-11:50 am,4,0,4,5,0,5,16,4,12,TBA,08/30-12/17,SCIENC 275,,,,
SR,14066,BIO,573,0,M5,4,Concepts in Animal Physiology,TR,09:00 am-10:15 am,4,1,3,0,0,0,24,4,20,TBA,08/30-12/17,TBA,,,,
,,,,,,,,R,11:00 am-01:50 pm,,,,,,,,,,TBA,08/30-12/17,SCIENC L015,,,,
SR,11037,BIO,574,0,M5,4,Comparative Anatomy,TR,11:00 am-12:15 pm,4,0,4,5,0,5,16,6,10,TBA,08/30-12/17,SCIENC 226,Link L1 Lecture,,,
SR,11038,BIO,574,10,M5,0,Comparative Anatomy,TR,01:00 pm-02:50 pm,4,0,4,5,0,5,0,0,0,TBA,08/30-12/17,SCIENC 226,Link B1 Lab,,,
SR,12825,BIO,576,0,M5,4,Mammalian Histology,MW,11:00 am-12:15 pm,8,0,8,0,0,0,35,3,32,TBA,08/30-12/17,TBA,Link L1 Lecture,,,
SR,13140,BIO,576,10,M5,0,Mammalian Histology,MW,01:30 pm-03:20 pm,4,0,4,0,0,0,17,3,14,TBA,08/30-12/17,SCIENC L015,Link B1 Lab,,,
SR,13142,BIO,576,11,M5,0,Mammalian Histology,MW,03:30 pm-05:20 pm,4,0,4,0,0,0,18,0,18,TBA,08/30-12/17,SCIENC L015,Link B1 Lab,,,
SR,13143,BIO,582,0,M5,4,Ichthylogy,T,09:30 am-11:20 am,4,0,4,5,0,5,16,1,15,TBA,08/30-12/17,TBA,,,,
,,,,,,,,R,08:30 am-12:20 pm,,,,,,,,,,TBA,08/30-12/17,TBA,,,,
SR,11663,BIO,601,0,MS5,1,Teaching Undergraduate Biology,R,05:30 pm-07:20 pm,15,0,15,0,0,0,0,0,0,TBA,08/30-12/17,TBA,,,,
SR,10759,BIO,691,0,M5,2,Thesis,,TBA,1,0,1,0,0,0,0,0,0,TBA,08/30-12/17,TBA,,,,
SR,10760,BIO,692,0,M5,3,Thesis,,TBA,1,0,1,0,0,0,0,0,0,TBA,08/30-12/17,TBA,,,,
SR,10761,BIO,692,10,M5,3,Thesis,,TBA,1,0,1,0,0,0,0,0,0,TBA,08/30-12/17,TBA,,,,
SR,10752,BIO,697,0,M5,1,Graduate Research in Biology,,TBA,1,0,1,0,0,0,0,0,0,TBA,08/30-12/17,TBA,,,,
SR,10753,BIO,697,10,M5,1,Graduate Research in Biology,,TBA,2,0,2,0,0,0,0,0,0,TBA,08/30-12/17,TBA,,,,
SR,10754,BIO,698,0,M5,2,Graduate Research in Biology,,TBA,2,0,2,0,0,0,0,0,0,TBA,08/30-12/17,TBA,,,,
SR,10755,BIO,698,10,M5,2,Graduate Research in Biology,,TBA,2,0,2,0,0,0,0,0,0,TBA,08/30-12/17,TBA,,,,
SR,10756,BIO,698,11,M5,2,Graduate Research in Biology,,TBA,1,0,1,0,0,0,0,0,0,TBA,08/30-12/17,TBA,,,,
SR,10791,BIO,698,12,M5,2,Graduate Research in Biology,,TBA,1,0,1,0,0,0,0,0,0,TBA,08/30-12/17,TBA,,,,
SR,10930,BIO,698,13,M5,2,Graduate Research in Biology,,TBA,1,0,1,0,0,0,0,0,0,TBA,08/30-12/17,TBA,,,,
SR,13824,BIO,698,14,M5,2,Graduate Research in Biology,,TBA,1,0,1,0,0,0,0,0,0,TBA,08/30-12/17,TBA,,,,
SR,10757,BIO,699,15,M5,3,Graduate Research in Biology,,TBA,1,0,1,0,0,0,0,0,0,TBA,08/30-12/17,TBA,,,,
SR,10758,BIO,699,16,M5,3,Graduate Research in Biology,,TBA,1,0,1,0,0,0,0,0,0,TBA,08/30-12/17,TBA,,,,
SR,10825,BIO,699,17,M5,3,Graduate Research in Biology,,TBA,1,0,1,0,0,0,0,0,0,TBA,08/30-12/17,TBA,,,,
SR,13799,BIO,699,18,M5,3,Graduate Research in Biology,,TBA,1,0,1,0,0,0,0,0,0,TBA,08/30-12/17,TBA,,,,
SR,13807,BIO,699,19,M5,3,Graduate Research in Biology,,TBA,1,0,1,0,0,0,0,0,0,TBA,08/30-12/17,TBA,,,,
Biology for Teachers,,,,,,,,,,,,,,,,,,,,,,,,,
Select,CRN,Subj,Crse,Sec,Cmp,Cred,Title,Days,Time,Cap,Act,Rem,WL Cap,WL Act,WL Rem,XL Cap,XL Act,XL Rem,Instructor,Date (MM/DD),Location,Attribute,,,
SR,10749,BIOT,303,0,M1,3,Life Science for Elem Teachers,MW,12:30 pm-02:20 pm,20,0,20,20,0,20,0,0,0,TBA,08/30-12/17,SCIENC 113,,,,
SR,10750,BIOT,303,10,OM1,3,Life Science for Elem Teachers,TR,12:30 pm-02:20 pm,20,4,16,20,0,20,0,0,0,TBA,08/30-12/17,ONLINE,,,,
,,,,,,,,,TBA,,,,,,,,,,TBA,08/30-12/17,ONLINE,,,,
SR,10751,BIOT,303,11,M1,3,Life Science for Elem Teachers,MW,06:00 pm-07:50 pm,20,1,19,20,0,20,0,0,0,TBA,08/30-12/17,SCIENC 111,,,,
SR,13572,BIOT,303,12,M1,3,Life Science for Elem Teachers,MW,09:00 am-10:50 am,20,1,19,20,0,20,0,0,0,TBA,08/30-12/17,SCIENC 111,,,,
SR,14068,BIOT,303,13,M1,3,Life Science for Elem Teachers,TR,09:00 am-10:50 am,24,1,23,20,0,20,0,0,0,TBA,08/30-12/17,SCIENC 113,,,,
SR,14069,BIOT,303,14,M1,3,Life Science for Elem Teachers,TR,01:00 pm-02:50 pm,24,2,22,20,0,20,0,0,0,TBA,08/30-12/17,SCIENC 113,,,,
SR,14070,BIOT,303,15,M1,3,Life Science for Elem Teachers,TR,01:00 pm-02:50 pm,24,0,24,20,0,20,0,0,0,TBA,08/30-12/17,SCIENC 113,,,,
SR,12150,BIOT,403,0,OA1,3,Methods for Teach Secondry Bio,,TBA,10,0,10,0,0,0,20,0,20,TBA,08/30-12/17,ONLINE,,,,
SR,14071,BIOT,506,0,OA5,3,Methods for Teach Secondry Bio,,TBA,10,0,10,0,0,0,20,0,20,TBA,08/30-12/17,ONLINE,,,,
"Bus, Mgmnt & Mrktg Technology",,,,,,,,,,,,,,,,,,,,,,,,,
Select,CRN,Subj,Crse,Sec,Cmp,Cred,Title,Days,Time,Cap,Act,Rem,WL Cap,WL Act,WL Rem,XL Cap,XL Act,XL Rem,Instructor,Date (MM/DD),Location,Attribute,,,
SR,14981,BMMT,100,0,OA1,3,Contemporary Business,,TBA,20,0,20,0,0,0,0,0,0,Konnie Gerlyn Kustron (P),08/30-12/17,ONLINE,,,,
SR,12027,BMMT,101,0,OA1,3,Computers and Technology,,TBA,24,0,24,10,0,10,24,1,23,Melinda E Carlson (P),08/30-12/17,ONLINE,,,,
SR,14806,BMMT,170L1,0,MS1,3,Global Technologies,M,09:00 am-10:15 am,24,0,24,0,0,0,0,0,0,TBA,08/30-12/17,TBA,Gen Ed Global Awareness and Gen Ed Lrng Beyond Clsrm,,,
,,,,,,,,W,09:00 am-10:15 am,,,,,,,,,,TBA,08/30-12/17,ONLINE,Gen Ed Global Awareness and Gen Ed Lrng Beyond Clsrm,,,
SR,11677,BMMT,201,0,OA1,3,Microcomptrs for Business Appl,,TBA,24,1,23,5,0,5,24,1,23,Melinda E Carlson (P),08/30-12/17,ONLINE,,,,
SR,11678,BMMT,205,0,OA1,3,Women in Business,,TBA,24,1,23,10,0,10,24,3,21,TBA,08/30-12/17,ONLINE,Gen Ed US Diversity,,,
SR,11679,BMMT,205,10,OA1,3,Women in Business,,TBA,24,0,24,10,0,10,24,0,24,TBA,08/30-12/17,ONLINE,Gen Ed US Diversity,,,
SR,12404,BMMT,205,11,OA1,3,Women in Business,,TBA,24,2,22,0,0,0,0,0,0,Konnie Gerlyn Kustron (P),08/30-12/17,ONLINE,Gen Ed US Diversity,,,
SR,12542,BMMT,213,0,OA1,3,Advncd Spreadsheet Application,,TBA,24,0,24,0,0,0,0,0,0,TBA,08/30-12/17,ONLINE,,,,
SR,11680,BMMT,250,0,OA1,3,Personal Finance,,TBA,24,1,23,10,0,10,0,0,0,TBA,08/30-12/17,ONLINE,Gen Ed Quantve Reasoning,,,
SR,14805,BMMT,251,0,OM1,4,Principles of Career and Technical Education,,TBA,24,0,24,0,0,0,0,0,0,Melinda E Carlson (P),08/30-12/17,ONLINE,,,,
,,,,,,,,T,06:00 pm-08:30 pm,,,,,,,,,,Melinda E Carlson (P),08/31-08/31,ONLINE,,,,
,,,,,,,,T,06:00 pm-08:30 pm,,,,,,,,,,Melinda E Carlson (P),09/14-09/14,ONLINE,,,,
,,,,,,,,T,06:00 pm-08:30 pm,,,,,,,,,,Melinda E Carlson (P),09/28-09/28,ONLINE,,,,
,,,,,,,,T,06:00 pm-08:30 pm,,,,,,,,,,Melinda E Carlson (P),10/12-10/12,ONLINE,,,,
,,,,,,,,T,06:00 pm-08:30 pm,,,,,,,,,,Melinda E Carlson (P),10/26-10/26,ONLINE,,,,
,,,,,,,,T,06:00 pm-08:30 pm,,,,,,,,,,Melinda E Carlson (P),11/09-11/09,ONLINE,,,,
,,,,,,,,T,06:00 pm-08:30 pm,,,,,,,,,,Melinda E Carlson (P),11/23-11/23,ONLINE,,,,
,,,,,,,,T,06:00 pm-08:30 pm,,,,,,,,,,Melinda E Carlson (P),12/07-12/07,ONLINE,,,,
SR,14807,BMMT,300W,0,OA1,3,Research&Wrtg:Tech Career Pers,,TBA,24,1,23,0,0,0,0,0,0,TBA,08/30-12/17,ONLINE,Writing Intensive,,,
SR,14808,BMMT,300W,10,M1,3,Research&Wrtg:Tech Career Pers,MW,11:00 am-12:15 pm,24,0,24,0,0,0,0,0,0,TBA,08/30-12/17,TBA,Writing Intensive,,,
SR,14809,BMMT,300W,11,MA1,3,Research and Writing: The Technology Career Perspective,T,12:30 pm-01:45 pm,24,1,23,0,0,0,0,0,0,TBA,08/30-12/17,TBA,Writing Intensive,,,
,,,,,,,,,TBA,,,,,,,,,,TBA,08/30-12/17,ONLINE,Writing Intensive,,,
SR,12535,BMMT,371,0,MA1,4,Mthds Tchg Bus&Mrktg Ed,,TBA,24,0,24,0,0,0,0,0,0,Melinda E Carlson (P),08/30-12/17,ONLINE,,,,
,,,,,,,,T,06:00 pm-08:30 pm,,,,,,,,,,Melinda E Carlson (P),09/07-09/07,TBA,,,,
,,,,,,,,T,06:00 pm-08:30 pm,,,,,,,,,,Melinda E Carlson (P),09/21-09/21,TBA,,,,
,,,,,,,,T,06:00 pm-08:30 pm,,,,,,,,,,Melinda E Carlson (P),10/05-10/05,TBA,,,,
,,,,,,,,T,06:00 pm-08:30 pm,,,,,,,,,,Melinda E Carlson (P),10/19-10/19,TBA,,,,
,,,,,,,,T,06:00 pm-08:30 pm,,,,,,,,,,Melinda E Carlson (P),11/02-11/02,TBA,,,,
,,,,,,,,T,06:00 pm-08:30 pm,,,,,,,,,,Melinda E Carlson (P),11/16-11/16,TBA,,,,
,,,,,,,,T,06:00 pm-08:30 pm,,,,,,,,,,Melinda E Carlson (P),11/30-11/30,TBA,,,,
CTA Activities,,,,,,,,,,,,,,,,,,,,,,,,,
Select,CRN,Subj,Crse,Sec,Cmp,Cred,Title,Days,Time,Cap,Act,Rem,WL Cap,WL Act,WL Rem,XL Cap,XL Act,XL Rem,Instructor,Date (MM/DD),Location,Attribute,,,
SR,10029,CTAA,165,0,M1,1,Television Lab,M,11:00 am-11:50 am,20,1,19,0,0,0,20,1,19,Megan Christine Gore (P),08/30-12/17,TBA,,,,
SR,10030,CTAA,167,0,M1,1,Theatre Practice,,TBA,25,0,25,0,0,0,0,0,0,Brian Michael Scruggs (P),08/30-12/17,TBA,,,,
SR,10032,CTAA,169,0,OS1,1,Eagle Radio,W,03:30 pm-04:45 pm,20,0,20,0,0,0,20,0,20,Steven F Martin (P),08/30-12/17,ONLINE,,,,
SR,10033,CTAA,265,0,M1,1,Television Lab,M,11:00 am-11:50 am,20,0,20,0,0,0,20,1,19,Megan Christine Gore (P),08/30-12/17,TBA,,,,
SR,10034,CTAA,267,0,M1,1,Theatre Practice,,TBA,25,0,25,0,0,0,0,0,0,Brian Michael Scruggs (P),08/30-12/17,TBA,,,,
SR,14260,CTAA,269,0,OS1,1,Eagle Radio,W,03:30 pm-04:45 pm,20,0,20,0,0,0,20,0,20,Steven F Martin (P),08/30-12/17,ONLINE,,,,
SR,10035,CTAA,367,0,M1,1,Theatre Practice,,TBA,25,0,25,0,0,0,0,0,0,Jeromy Frank Hopgood (P),08/30-12/17,TBA,,,,
SR,14261,CTAA,369,0,OS1,1,Eagle Radio,W,03:30 pm-04:45 pm,20,0,20,0,0,0,20,0,20,Steven F Martin (P),08/30-12/17,ONLINE,,,,
SR,14262,CTAA,465,0,M1,1,Television Lab,M,11:00 am-11:50 am,20,0,20,0,0,0,20,1,19,Megan Christine Gore (P),08/30-12/17,TBA,,,,
SR,10036,CTAA,467,0,M1,1,Theatre Practice,,TBA,25,0,25,0,0,0,0,0,0,Melanie Schuessler Bond (P),08/30-12/17,TBA,,,,
SR,14263,CTAA,469,0,OS1,1,Eagle Radio,W,03:30 pm-04:45 pm,20,0,20,0,0,0,20,0,20,Steven F Martin (P),08/30-12/17,ONLINE,,,,
CTA Interpretation/Performance,,,,,,,,,,,,,,,,,,,,,,,,,
Select,CRN,Subj,Crse,Sec,Cmp,Cred,Title,Days,Time,Cap,Act,Rem,WL Cap,WL Act,WL Rem,XL Cap,XL Act,XL Rem,Instructor,Date (MM/DD),Location,Attribute,,,
SR,12563,CTAO,205,0,M1,3,Voice & Articulation,MW,02:00 pm-03:15 pm,22,0,22,0,0,0,0,0,0,TBA,08/30-12/17,ROOSEV 100G,,,,
SR,10108,CTAO,210,0,M1,3,Interpretative Reading,TR,09:30 am-10:45 am,22,0,22,0,0,0,0,0,0,Anita Lynn Rich (P),08/30-12/17,STURGH 131,Gen Ed Disciplines-Humanities,,,
SR,14264,CTAO,210,10,M1,3,Interpretative Reading,MW,11:00 am-12:15 pm,22,1,21,0,0,0,0,0,0,Anita Lynn Rich (P),08/30-12/17,STURGH 131,Gen Ed Disciplines-Humanities,,,
SR,13101,CTAO,411,0,M1,3,Adapting & Directing Litr,MW,03:30 pm-04:45 pm,22,0,22,0,0,0,22,0,22,Anita Lynn Rich (P),08/30-12/17,STURGH 107,,,,
SR,13103,CTAO,418,0,M1,3,Performing Shakespeare I,TR,02:00 pm-03:15 pm,22,0,22,0,0,0,22,0,22,Lee A Stille (P),08/30-12/17,STURGH 107,,,,
SR,14265,CTAO,518,0,M5,3,Studies in Perf:Shakespeare I,TR,02:00 pm-03:15 pm,22,0,22,0,0,0,22,0,22,Lee A Stille (P),08/30-12/17,STURGH 107,,,,
